Cluster,customer_number,total_spend,num_of_unique_visits,total_quantity,average_basket_quantity,average_basket_spend,SUM_basket_categories,avg_spend_veg_category,avg_spend_other_food_category,avg_spend_miscelleanous_category
5,2438,455.61,31,353,1.1845637583892616,1.53,148,1.117030303030303,1.5706060606060608,1.1424999999999998
5,2445,341.21,43,342,1.0754716981132075,1.07,212,0.881578947368421,1.4473684210526316,0.6641228070175438
5,2451,492.34,43,394,1.1761194029850746,1.47,203,1.1570984455958548,1.5088356164383565,0.8859999999999999
5,2499,434.47,19,280,1.278538812785388,1.98,73,1.2858988764044943,2.038117647058824,1.9023529411764708
5,2519,320.83,36,349,1.1672240802675584,1.07,175,0.7799415204678363,1.0732278481012658,0.8944999999999999
5,2522,215.97,20,215,1.4144736842105263,1.42,78,0.9792499999999998,1.8060416666666663,0.5855172413793103
5,2539,267.85,33,293,1.172,1.07,158,0.9591525423728814,0.9348837209302324,0.7406521739130435
5,2566,245.29,28,255,1.191588785046729,1.15,130,0.7561971830985915,0.7601492537313431,1.2023076923076923
5,2581,388.09,27,280,1.3930348258706469,1.93,119,0.9750434782608696,1.5322321428571428,1.9688679245283016
5,2590,248.28,37,236,1.3038674033149171,1.37,129,0.8720833333333334,1.09375,1.2636111111111112
5,2600,414.54,61,334,1.237037037037037,1.54,171,1.0908053691275166,1.1229007633587789,1.9427777777777775
5,2604,398.67,17,341,1.184027777777778,1.38,110,1.242051282051282,1.2872815533980586,0.881951219512195
5,2622,399.79,38,292,1.0814814814814817,1.48,171,1.0858474576271189,1.8761206896551723,0.9315517241379312
5,2636,528.74,32,435,1.484641638225256,1.8,159,0.9724615384615384,1.47595,1.098
5,2645,484.26,23,364,1.0898203592814373,1.45,161,1.1429533678756476,1.5833333333333337,1.3866666666666667
5,2664,291.38,16,232,1.1317073170731708,1.42,103,1.1884466019417474,1.4150467289719628,0.7981818181818183
5,2695,328.83,13,242,1.3010752688172045,1.77,88,0.9612587412587412,2.077605633802817,1.5664285714285715
5,2737,427.82,28,478,1.116822429906542,1.0,202,0.7980487804878048,0.9989686098654708,0.97
5,2760,282.61,55,246,1.1131221719457014,1.28,166,1.04968,1.736857142857143,1.0536046511627906
5,2764,542.1,32,468,1.125,1.3,186,0.9451840490797546,1.9538636363636364,1.1487037037037038
5,2780,374.95,25,212,1.087179487179487,1.92,104,1.2165789473684212,2.45,0.8653124999999999
5,2782,297.63,22,245,1.1666666666666667,1.42,94,1.1516666666666666,1.3203030303030303,1.5326923076923078
5,2795,204.75,17,204,1.2911392405063291,1.3,82,0.867191011235955,1.3608450704225352,0.7034090909090909
5,2820,328.96,28,322,1.0454545454545456,1.07,167,0.9748888888888888,1.5936734693877554,0.8106451612903226
5,2862,438.04,25,363,1.1940789473684212,1.44,164,1.2314646464646464,1.3612790697674422,0.9764556962025316
5,2865,471.63,35,286,1.1085271317829457,1.83,144,1.3646067415730336,2.4814141414141413,1.066530612244898
5,2870,368.79,29,325,1.1403508771929824,1.29,150,0.79105,2.070919540229885,0.8002631578947369
5,2880,245.86,25,202,1.074468085106383,1.31,114,1.1512871287128712,1.736341463414634,0.9731666666666664
5,2882,459.72,46,312,1.2283464566929134,1.81,164,0.9342372881355931,2.1368376068376067,1.291818181818182
5,2898,389.16,29,382,1.2282958199356913,1.25,155,0.8712060301507538,1.3153191489361702,1.0353932584269665
5,2899,222.94,37,183,1.2039473684210529,1.47,121,0.8525,1.2668181818181816,2.101282051282052
5,2917,388.36,32,354,1.153094462540717,1.27,166,1.0181516587677724,1.3368367346938774,0.944888888888889
5,2920,536.08,26,689,1.5986078886310904,1.24,165,0.6493248945147678,1.1534177215189871,0.8080701754385965
5,2981,524.82,20,433,1.1394736842105264,1.38,121,1.1322137404580153,1.4423584905660376,1.1583076923076925
5,2989,514.02,17,438,1.1496062992125984,1.35,157,0.9826923076923076,1.3572857142857142,1.46953125
5,3004,533.46,22,517,1.19953596287703,1.24,142,0.8222981366459626,1.4122314049586775,1.3216216216216217
5,3027,228.97,31,261,1.154867256637168,1.01,149,0.9291397849462368,0.7855555555555556,0.962
5,3046,233.28,22,164,1.1468531468531469,1.63,91,1.701967213114754,1.4200000000000002,1.0466666666666666
5,3050,274.64,11,286,1.2434782608695651,1.19,76,0.8364189189189188,1.4146249999999998,0.6496551724137931
5,3054,431.59,29,466,1.0737327188940091,0.99,175,0.9524516129032258,1.068244680851064,0.6758536585365853
5,3065,291.73,39,246,1.2361809045226133,1.47,140,1.1663076923076925,1.3249382716049385,0.9368571428571428
5,3087,448.8,24,354,1.195945945945946,1.52,153,1.1431944444444444,1.5705844155844155,0.7555357142857142
5,3096,528.43,13,529,1.6900958466453675,1.69,107,0.9657894736842104,1.0953472222222222,0.91875
5,3145,256.67,17,188,1.0994152046783623,1.5,103,1.387313432835821,1.3862921348314603,1.260625
5,3148,273.14,32,221,1.0833333333333333,1.34,126,1.00171875,1.6740000000000002,1.2060869565217391
5,3170,470.41,41,349,1.1368078175895764,1.53,204,0.9964864864864864,1.7653048780487803,0.9032432432432432
5,3177,416.03,35,322,1.125874125874126,1.45,177,0.9972631578947369,1.5322857142857145,1.2272413793103447
5,3181,187.3,23,172,1.2835820895522387,1.4,76,0.9894736842105264,1.266875,0.671875
5,3193,292.51,57,248,1.1071428571428572,1.31,179,1.1021904761904762,1.335568181818182,1.0772727272727274
5,3200,344.46,36,369,1.2098360655737703,1.13,156,0.7655940594059406,1.289270072992701,0.4393333333333333
5,3269,383.04,18,289,1.1606425702811245,1.54,86,1.1936597938144329,1.72719298245614,1.395263157894737
5,3289,291.99,15,248,1.0689655172413792,1.26,100,1.372396694214876,1.050576923076923,0.9506666666666668
5,3311,335.81,43,338,1.069620253164557,1.06,170,0.8942424242424244,1.1913223140495868,0.768421052631579
5,3315,381.65,28,306,1.1814671814671815,1.47,130,0.7694736842105263,1.8312096774193547,1.066122448979592
5,3325,307.29,40,239,1.091324200913242,1.4,141,0.9233035714285714,1.8146534653465347,0.7923076923076924
5,3351,453.81,48,328,1.1756272401433692,1.63,170,1.3724516129032258,0.9553409090909092,1.8471764705882356
5,3355,382.19,24,251,1.1205357142857144,1.71,142,1.0148598130841122,2.6358333333333337,0.8698333333333333
5,3363,348.2,47,324,1.11340206185567,1.2,189,1.158767772511848,1.0684615384615386,0.7891803278688525
5,3398,597.45,24,599,1.380184331797235,1.38,176,1.1445318352059926,0.8600675675675676,1.0355555555555556
5,3420,309.54,54,319,1.5714285714285714,1.52,169,0.6626351351351352,1.077593984962406,1.793421052631579
5,3424,392.12,27,349,1.1556291390728477,1.3,141,1.079220779220779,1.2987640449438205,0.9389655172413792
5,3431,389.65,27,308,1.2674897119341564,1.6,123,1.3224550898203593,1.300108695652174,1.003877551020408
5,3457,115.9,32,157,1.0680272108843536,0.79,117,0.6849999999999999,0.9309803921568626,0.5977083333333334
5,3472,280.37,95,294,1.4773869346733668,1.41,166,0.974141414141414,1.006936936936937,0.8590476190476192
5,3513,487.04,34,404,1.2205438066465255,1.47,191,1.459337748344371,1.396086956521739,0.8586335403726708
5,3529,369.02,62,318,1.1563636363636365,1.34,170,1.0123622047244094,1.026052631578947,1.6036363636363635
5,3530,278.74,16,278,1.1440329218106997,1.15,97,0.8191489361702128,1.2614503816793894,0.6884905660377358
5,3555,379.58,72,315,1.075085324232082,1.3,186,1.2352054794520548,1.3409999999999995,0.9898214285714284
5,3568,613.66,14,550,1.2035010940919035,1.34,121,1.054281045751634,1.1312745098039216,1.50675
5,3679,331.96,84,232,1.0497737556561086,1.5,199,1.375,1.83125,1.0387142857142857
5,3693,213.87,51,197,1.270967741935484,1.38,105,0.7295049504950496,1.1028813559322037,2.0302702702702704
5,3730,637.1,24,547,1.2662037037037035,1.47,170,1.0526739926739928,1.274950495049505,1.2802777777777776
5,3741,268.74,18,207,1.2248520710059172,1.59,94,1.1833018867924527,1.5482456140350878,1.2513636363636365
5,3845,304.0,43,393,1.374125874125874,1.06,183,0.6579518072289157,0.9423684210526316,1.0080882352941176
5,3855,379.85,34,427,1.313846153846154,1.17,178,0.7839094650205761,0.6919469026548672,1.565774647887324
5,3870,207.25,22,155,1.148148148148148,1.54,97,1.158676470588235,1.050217391304348,1.954878048780488
5,3877,328.9,29,269,1.1798245614035088,1.44,135,0.9040845070422536,1.5310526315789474,1.6178571428571429
5,3881,466.07,39,415,1.1789772727272727,1.32,187,1.056608695652174,1.101156462585034,1.61
5,3902,457.41,39,364,1.1629392971246006,1.46,194,1.0313861386138614,1.1829032258064516,2.0153623188405803
5,3940,208.93,24,192,1.1294117647058823,1.23,110,0.9396052631578948,1.0426582278481014,1.4905405405405403
5,3973,316.6,15,234,1.2,1.62,79,1.1344,1.1823684210526315,1.9534482758620693
5,4005,617.0,23,458,1.2245989304812834,1.65,162,1.4763346613545816,1.3771052631578946,0.9618279569892474
5,4020,380.33,19,421,1.082262210796915,0.98,138,0.8481566820276498,1.1416949152542375,0.7158139534883721
5,4035,451.81,23,372,1.4144486692015208,1.72,131,0.9874193548387098,1.1915819209039549,1.461470588235294
5,4042,370.11,33,347,1.243727598566308,1.33,155,0.904795918367347,1.194186046511628,1.3856923076923076
5,4051,468.61,20,479,1.2605263157894735,1.23,162,0.8222419928825623,1.2862878787878786,1.026818181818182
5,4066,260.56,28,255,1.2085308056872035,1.23,137,0.8999999999999999,1.0519148936170213,1.1706451612903226
5,4082,244.61,14,237,1.4023668639053255,1.45,86,1.0514285714285716,1.1034523809523809,0.9336842105263156
5,4084,289.13,26,270,1.3170731707317072,1.41,116,1.0932142857142857,1.1154166666666667,1.0044186046511627
5,4098,470.53,17,329,1.1305841924398623,1.62,112,1.1476190476190478,1.6030468750000002,2.1981818181818182
5,4118,312.37,51,326,1.1319444444444444,1.08,201,1.0092929292929294,1.0741860465116275,0.7538775510204081
5,4135,384.7,38,473,1.2447368421052631,1.01,205,0.7155897435897436,0.873463687150838,0.8970707070707071
5,4176,412.95,35,397,1.206686930091185,1.26,149,1.101216931216931,0.9770434782608696,0.9941935483870968
5,4235,609.01,24,585,1.1866125760649089,1.24,170,0.855985401459854,1.4784374999999998,1.475
5,4254,287.13,58,262,1.1196581196581197,1.23,182,1.1888495575221236,1.174179104477612,0.9039024390243904
5,4257,381.08,30,276,1.3205741626794258,1.82,134,0.8752083333333333,1.0303278688524589,1.9681512605042015
5,4268,477.41,25,451,1.375,1.46,155,1.0475301204819278,0.8930805687203791,1.5551351351351352
5,4279,352.42,36,323,1.2281368821292775,1.34,139,1.1863917525773195,1.1804237288135595,0.9078703703703704
5,4305,287.39,40,259,1.1772727272727272,1.31,132,0.743641975308642,1.257272727272727,1.95984375
5,4348,486.88,32,433,1.1734417344173442,1.32,183,0.9874871794871792,1.337081081081081,0.8860377358490567
5,4376,425.71,19,296,1.2982456140350875,1.87,128,0.8475324675324674,0.6541666666666667,2.419918699186992
5,4407,434.31,44,368,1.15,1.36,204,0.7922794117647058,1.2770370370370372,1.477615894039735
5,4484,330.57,61,333,1.3373493975903614,1.33,189,0.7991612903225807,1.1653535353535354,1.1560759493670885
5,4517,447.24,30,381,1.217252396166134,1.43,183,1.1651882845188284,1.103,1.2715277777777778
5,4597,431.9,20,271,1.2152466367713004,1.94,105,1.0845070422535212,1.584263565891473,2.1201408450704227
5,4636,447.13,32,396,1.1963746223564955,1.35,181,1.0647407407407408,1.3270833333333334,0.8649462365591396
5,4757,452.42,27,333,1.342741935483871,1.82,112,1.3352093023255815,1.5792857142857142,1.1416666666666666
5,4790,408.7,14,276,1.30188679245283,1.93,70,1.0986138613861385,1.409529411764706,1.977
5,4794,406.67,36,320,1.1808118081180812,1.5,148,0.9848275862068964,1.179285714285714,1.8110989010989007
5,4861,261.63,50,302,1.21285140562249,1.05,155,0.8453284671532846,0.894842105263158,0.8687142857142857
5,4865,402.11,30,322,1.2150943396226417,1.52,195,1.1,1.0665853658536586,1.8881818181818184
5,4949,355.04,54,337,1.166089965397924,1.23,205,0.8622834645669292,1.0433783783783783,1.469516129032258
5,5050,221.68,13,221,1.4076433121019107,1.41,91,0.7816964285714285,1.4256060606060608,0.9311627906976744
5,5081,158.77,28,150,1.048951048951049,1.11,91,1.085142857142857,0.9852173913043476,1.1026470588235295
5,5170,353.34,30,361,1.1607717041800645,1.14,181,0.8893532338308457,1.5359550561797752,0.5335211267605633
5,5234,275.76,64,227,1.050925925925926,1.28,188,0.8414563106796118,1.6853061224489796,0.9203846153846154
5,5242,653.86,13,579,1.2669584245076586,1.43,112,1.1045552560646898,1.752621359223301,0.6052380952380952
5,5351,291.1,53,264,1.1838565022421523,1.31,161,0.6837333333333333,0.5833035714285714,2.266103896103896
5,5373,196.83,40,190,1.2101910828025475,1.25,118,0.9440845070422536,1.0641935483870968,1.1196491228070176
5,5407,394.17,33,392,1.3066666666666669,1.31,194,0.9299367088607596,1.2758450704225353,0.7181521739130435
5,5453,560.3,23,443,1.2585227272727273,1.59,162,1.141052631578947,2.021094890510949,0.7985937500000001
5,5542,431.3,41,355,1.1198738170347005,1.36,179,0.9498369565217394,1.614793388429752,1.2228
5,5556,312.67,19,289,1.235042735042735,1.34,104,0.7954268292682927,1.313510638297872,1.895161290322581
5,5615,542.14,29,306,1.1291512915129152,2.0,131,0.9299315068493148,2.988256880733945,1.581372549019608
5,5635,272.2,35,190,1.1046511627906976,1.58,147,1.0438356164383562,1.6743859649122808,1.676
5,5636,704.11,22,507,1.3484042553191489,1.87,148,1.4257727272727274,1.5880116959064328,1.0249137931034482
5,5665,340.54,33,296,1.2181069958847737,1.4,168,0.8627999999999999,1.3453333333333333,1.4186111111111108
5,5785,343.4,45,348,1.27007299270073,1.25,141,0.7180676328502414,1.2567,1.6851219512195124
5,5799,239.77,21,169,1.1901408450704225,1.69,108,0.8682758620689655,1.612,1.7991071428571428
5,5832,322.85,23,164,1.1006711409395973,2.17,101,1.0936363636363635,3.072068965517241,1.81225
5,5868,240.62,50,217,1.095959595959596,1.22,126,0.818888888888889,1.3393939393939396,2.604375
5,5871,369.35,54,318,1.282258064516129,1.49,172,1.0151908396946565,1.0934074074074076,1.7067307692307692
5,5901,504.58,49,354,1.0759878419452888,1.53,198,1.0219014084507043,2.371089108910891,1.0809909909909912
5,5927,354.46,21,321,1.2298850574712643,1.36,128,0.9961988304093566,1.3287387387387388,0.9389743589743588
5,5936,504.26,32,410,1.2349397590361446,1.52,168,0.8861714285714285,1.4040909090909088,1.5906796116504855
5,5943,385.12,48,305,1.1423220973782773,1.44,182,0.9140909090909092,1.4363888888888885,1.4878160919540229
5,5949,378.85,24,302,1.3665158371040724,1.71,119,1.1746067415730337,1.29109756097561,1.2769387755102042
5,5965,532.36,25,439,1.1113924050632913,1.35,149,0.997822878228782,1.718181818181818,1.331159420289855
5,5989,192.73,34,179,1.1548387096774193,1.24,118,0.8741111111111113,1.2561538461538464,1.3014
5,6000,178.27,21,168,1.1428571428571428,1.21,95,1.204054054054054,1.0575555555555556,0.8485714285714285
5,6024,252.02,32,226,1.3950617283950617,1.56,107,0.929514563106796,1.0365822784810126,1.6906818181818182
5,6144,225.42,27,144,1.2743362831858407,1.99,76,0.9738095238095238,2.0677631578947366,1.0526923076923074
5,6159,368.36,35,258,1.167420814479638,1.67,185,1.1291489361702127,1.616083333333333,1.5520454545454545
5,6170,384.65,29,221,1.1391752577319587,1.98,123,1.1725,2.494,1.4591304347826084
5,6235,396.55,47,299,1.0912408759124088,1.45,163,1.1174193548387097,1.862906976744186,1.0555555555555556
5,6237,263.54,34,214,1.258823529411765,1.55,115,0.8637931034482759,1.3476388888888886,1.3858333333333333
5,6258,418.5,26,293,1.0772058823529411,1.54,154,1.027482014388489,1.7754054054054054,1.8281395348837208
5,6358,476.98,42,316,1.1205673758865249,1.69,173,1.257563025210084,1.3983333333333332,1.944210526315789
5,6432,452.95,22,452,1.3696969696969696,1.37,123,0.7722255192878339,1.6666233766233765,1.6942105263157894
5,6460,354.33,26,315,1.5594059405940597,1.75,129,1.08875,1.2683035714285715,1.0071028037383178
5,6588,420.49,28,471,1.162962962962963,1.04,169,0.6795172413793104,1.4109599999999998,0.8403571428571428
5,6618,492.22,18,321,1.106896551724138,1.7,94,1.083846153846154,1.988241758241758,2.1003278688524585
5,6621,481.47,31,399,1.191044776119403,1.44,168,0.9399551569506728,1.4005555555555558,1.773529411764706
5,6731,221.95,34,149,1.1461538461538463,1.71,97,1.07,1.693181818181818,2.072857142857143
5,6750,391.9,40,345,1.2454873646209386,1.41,157,1.0499354838709678,1.609859154929577,0.9652100840336136
5,6778,372.68,14,345,1.039156626506024,1.12,118,1.029130434782609,1.2374390243902438,1.0457575757575757
5,6791,261.21,22,203,1.2155688622754492,1.56,82,1.136178861788618,1.812340425531915,1.0993939393939394
5,6805,441.47,43,382,1.186335403726708,1.37,199,1.1491592920353983,1.2959223300970872,0.9109433962264152
5,6806,396.03,16,300,1.1857707509881423,1.57,97,1.1004020100502512,1.871830985915493,1.471666666666667
5,6875,683.49,38,336,1.0944625407166124,2.23,155,1.223945945945946,3.409758064516129,1.2685185185185186
5,6913,267.53,32,244,1.3406593406593408,1.47,132,0.9226666666666664,1.4130612244897958,1.535
5,6917,391.98,28,304,1.164750957854406,1.5,122,1.0405185185185186,1.4275968992248065,1.68375
5,6940,483.61,46,344,1.2647058823529411,1.78,155,1.037640449438202,1.0756521739130434,1.7932515337423314
5,6953,303.23,49,227,1.0966183574879227,1.46,143,1.1465217391304348,1.633863636363636,1.3353508771929825
5,6955,520.16,31,443,1.1130653266331658,1.31,187,0.9922983870967742,1.742622950819672,0.8420547945205479
5,6967,472.67,33,326,1.0794701986754969,1.57,185,1.193903743315508,2.0516346153846152,1.0297142857142856
5,6970,272.04,26,278,1.1931330472103003,1.17,125,1.0803703703703704,1.295983606557377,0.545
5,7017,502.26,33,475,1.2566137566137563,1.33,186,0.907420814479638,1.4240764331210192,0.8055670103092784
5,7019,318.25,51,310,1.1524163568773234,1.18,157,0.8303370786516855,1.45171875,1.140294117647059
5,7032,450.45,31,305,1.1641221374045805,1.72,156,1.0793548387096774,1.2920652173913043,1.9266666666666663
5,7036,194.6,24,148,1.0962962962962963,1.44,99,0.9532075471698114,1.465384615384615,1.6276666666666666
5,7061,208.38,37,208,1.0890052356020945,1.09,133,0.7751,1.261,1.1502083333333333
5,7063,329.4,29,270,1.115702479338843,1.36,152,0.8670588235294118,1.5010344827586208,1.078252427184466
5,7091,404.79,34,335,1.1019736842105263,1.33,146,1.12984126984127,1.3141304347826086,1.2375
5,7094,448.42,20,354,1.0858895705521472,1.38,126,1.296695278969957,1.210289855072464,1.2073076923076924
5,7110,660.92,22,523,1.177927927927928,1.49,147,1.1422264150943395,1.4192063492063494,1.3043478260869563
5,7126,358.97,50,297,1.137931034482759,1.38,196,0.8783606557377049,1.0122105263157894,1.945625
5,7135,314.91,10,232,1.1428571428571428,1.55,105,0.9578640776699028,1.83377358490566,0.9508695652173912
5,7138,705.07,29,533,1.143776824034335,1.51,163,1.2888826815642458,1.3971323529411763,1.3753846153846152
5,7141,501.63,35,449,1.2102425876010785,1.35,208,0.9703846153846154,1.3178488372093022,1.113720930232558
5,7146,479.83,31,372,1.1411042944785277,1.47,168,0.8903932584269664,1.9196753246753249,0.6427499999999999
5,7150,265.39,25,281,1.1330645161290325,1.07,144,0.8763432835820895,1.0322727272727277,0.7799999999999999
5,7161,252.06,25,217,1.2329545454545456,1.43,92,1.0227722772277228,1.3862745098039215,1.2009230769230772
5,7172,225.77,34,266,1.176991150442478,1.0,142,0.8769277108433734,0.925,0.4519230769230769
5,7257,358.53,32,281,1.2600896860986548,1.61,134,1.2736363636363637,1.4308724832214763,0.7556818181818182
5,7263,378.96,49,301,1.048780487804878,1.32,205,0.8456097560975611,1.043189655172414,1.8311650485436888
5,7269,593.55,19,598,1.227926078028747,1.22,161,0.929903846153846,1.3302040816326537,0.776115107913669
5,7368,223.53,34,170,1.0625,1.4,126,0.5972580645161291,2.0798666666666663,0.9245454545454544
5,7399,381.09,36,275,1.2331838565022422,1.71,142,0.8912621359223301,1.8629577464788731,0.825
5,7401,431.64,49,354,1.0993788819875776,1.34,222,1.01725,1.2773936170212763,1.5091304347826089
5,7422,310.9,26,210,1.1731843575418994,1.74,116,1.2340983606557376,1.87,1.1284482758620689
5,7428,533.02,23,404,1.3741496598639455,1.81,149,1.244945652173913,1.5064556962025315,1.0633870967741936
5,7433,567.57,20,442,1.2450704225352112,1.6,111,1.0473423423423422,1.5752873563218392,1.325217391304348
5,7435,529.04,29,394,1.0794520547945203,1.45,172,0.7080927835051547,2.586511627906977,0.8170422535211268
5,7460,858.84,19,511,1.2871536523929472,2.16,119,1.6093953488372092,1.7982589285714283,1.5279166666666668
5,7478,283.38,19,236,1.1741293532338308,1.41,106,1.1699193548387097,1.275568181818182,1.0858333333333332
5,7479,331.45,50,234,1.1090047393364928,1.57,156,1.0173529411764708,1.2335164835164836,2.000266666666666
5,7484,300.8,44,265,1.0905349794238683,1.24,174,0.9932989690721652,1.4040336134453784,0.7626530612244898
5,7513,252.64,59,226,1.4394904458598723,1.61,117,0.4028888888888888,1.4246616541353383,0.938125
5,7520,265.48,16,201,1.1686046511627908,1.54,95,1.1019230769230768,1.6618823529411764,0.8016666666666667
5,7531,361.23,33,268,1.150214592274678,1.55,161,1.098901098901099,1.725504587155963,1.075735294117647
5,7560,225.12,35,187,1.1265060240963856,1.36,109,1.0295098039215689,1.527272727272727,1.016315789473684
5,7705,810.6,14,560,1.1498973305954825,1.66,110,1.2765116279069768,1.8301754385964917,1.3004444444444443
5,7773,512.61,17,404,1.3648648648648647,1.73,138,1.1950574712643678,1.2817514124293783,1.467924528301887
5,7792,594.98,48,290,1.0469314079422385,2.15,207,1.0065765765765766,2.9968211920529804,1.0975
5,7814,408.04,49,312,1.0871080139372822,1.42,172,1.091584699453552,1.853118279569892,0.9983333333333332
5,7840,378.94,45,306,1.1291512915129152,1.4,143,1.0969948186528498,1.3720512820512818,1.72
5,7874,319.51,17,292,1.2320675105485233,1.35,100,0.963846153846154,1.367111111111111,0.9847058823529412
5,7905,399.5,48,329,1.1152542372881356,1.35,209,1.1106951871657753,1.584660194174757,0.7328205128205127
5,7910,366.1,34,250,1.1210762331838564,1.64,167,0.6713793103448276,1.7563725490196085,2.1072131147540984
5,7969,282.1,35,268,1.1166666666666667,1.18,134,0.9922282608695652,1.3395081967213114,0.7747826086956522
5,7973,286.79,25,255,1.1805555555555556,1.33,118,1.018130081300813,1.1041758241758242,1.4897560975609758
5,7991,320.05,25,297,1.120754716981132,1.21,126,1.0591869918699186,1.0348039215686275,1.1697222222222223
5,8062,488.65,20,414,1.1189189189189188,1.32,156,0.9927272727272728,1.46583850931677,1.0378787878787878
5,8069,307.68,35,267,1.0229885057471264,1.18,158,1.1059162303664922,1.411063829787234,1.0389655172413794
5,8074,796.07,26,385,2.150837988826816,4.45,115,1.5218666666666665,3.145723270440252,0.8897368421052633
5,8116,442.54,21,333,1.2957198443579767,1.72,144,1.168407643312102,1.638581560283688,0.8017142857142858
5,8137,178.88,28,184,1.362962962962963,1.33,102,0.6239436619718309,1.302876712328767,0.98675
5,8154,775.08,19,604,1.3333333333333333,1.71,156,1.2232596685082873,1.5242307692307695,1.0986046511627905
5,8171,369.31,50,330,1.2359550561797752,1.38,153,1.1752671755725193,1.3431304347826087,0.7248809523809524
5,8198,268.23,19,235,1.1633663366336633,1.33,110,1.182222222222222,1.1321649484536085,1.099122807017544
5,8217,569.04,34,483,1.594059405940594,1.88,166,1.0587134502923976,1.3505833333333332,0.8869444444444445
5,8251,247.07,44,356,1.3587786259541983,0.94,168,0.6261783439490446,0.8327480916030534,0.5833823529411765
5,8255,502.62,21,440,1.1733333333333331,1.34,146,0.9952471482889734,1.5432203389830508,0.996101694915254
5,8275,379.87,27,389,1.1681681681681682,1.14,165,0.6027485380116958,1.399182389937107,0.9208474576271186
5,8299,478.89,35,448,1.2584269662921348,1.35,188,1.0177617328519857,1.193821138211382,1.044375
5,8307,364.96,17,260,1.0970464135021096,1.54,99,1.027086092715232,2.139101123595505,0.9745
5,8335,447.6,41,357,1.3125,1.65,136,1.1000510204081633,1.7532407407407409,0.8045283018867925
5,8341,220.46,32,182,1.103030303030303,1.34,97,1.0709803921568628,1.4452000000000005,1.0258928571428572
5,8377,262.83,17,224,1.1727748691099475,1.38,97,0.9669924812030074,1.4991139240506328,1.3158333333333332
5,8388,304.48,31,248,1.1923076923076923,1.46,133,1.1733870967741935,1.0832203389830508,1.4626153846153844
5,8391,556.34,13,500,1.2285012285012284,1.37,91,1.080082304526749,1.238870056497175,0.9325
5,8410,315.74,22,343,1.1587837837837838,1.07,153,0.8972850678733032,1.2229824561403508,0.7343076923076923
5,8477,403.06,28,347,1.0579268292682928,1.23,170,1.0431088082901556,1.426043956043956,1.1423809523809525
5,8567,579.73,10,419,1.1869688385269122,1.64,84,1.179646017699115,1.6312328767123287,1.595106382978723
5,8606,355.61,27,304,1.1094890510948905,1.3,149,0.9731818181818184,1.4092592592592594,1.327391304347826
5,8639,332.89,47,275,1.049618320610687,1.27,176,0.8324503311258278,1.8213157894736844,1.4327083333333333
5,8647,530.07,39,337,1.3426294820717133,2.11,153,1.2873972602739725,2.038707482993197,0.9640909090909092
5,8680,404.37,55,323,1.0986394557823127,1.38,180,1.1768613138686133,1.3897260273972605,1.006
5,8685,665.37,38,390,1.1926605504587156,2.03,175,1.2272619047619049,2.286121212121212,1.438245614035088
5,8701,256.46,23,174,1.1756756756756757,1.73,100,0.8616326530612245,2.27775,0.7115555555555556
5,8746,465.25,39,296,1.2758620689655171,2.01,137,1.1394736842105262,2.108347107438017,1.3949999999999998
5,8754,319.39,37,299,1.1725490196078432,1.25,166,0.9898275862068966,1.35258064516129,0.6245762711864407
5,8784,374.54,26,307,1.149812734082397,1.4,139,1.0084666666666668,1.374,1.5346808510638297
5,8847,294.99,13,282,1.293577981651376,1.35,87,1.0004615384615383,1.1631818181818183,0.8804761904761905
5,8876,418.29,18,287,1.2699115044247788,1.85,113,1.22036036036036,1.5981690140845073,1.643823529411765
5,8982,362.44,54,356,1.3185185185185184,1.34,191,0.8466331658291458,1.322016806722689,0.9642105263157896
5,9023,262.87,37,150,1.2396694214876032,2.17,82,1.5132291666666664,2.290666666666667,1.6133333333333335
5,9066,224.17,49,248,1.24,1.12,124,1.0508695652173914,1.1014864864864864,0.6680952380952382
5,9070,399.18,49,382,1.232258064516129,1.29,183,0.9288359788359788,1.2891596638655465,0.9489189189189188
5,9090,360.85,45,326,1.1358885017421605,1.26,198,1.0333636363636365,1.1529166666666666,1.127222222222222
5,9123,347.7,31,259,1.0882352941176472,1.46,133,0.9853103448275864,1.624915254237288,1.981090909090909
5,9127,415.36,25,307,1.1245421245421243,1.52,129,1.2305027932960892,1.6998863636363637,1.13775
5,9128,340.0,55,265,1.1324786324786325,1.45,176,1.009189189189189,1.2810619469026547,2.029756097560975
5,9146,395.07,32,370,1.1635220125786163,1.24,149,1.0799999999999998,1.0284466019417475,1.0875
5,9157,292.79,45,302,1.1526717557251909,1.12,178,0.8878620689655173,1.2294805194805196,0.86725
5,9266,420.56,55,265,1.1830357142857144,1.88,159,0.711529411764706,2.1257664233576645,1.6011627906976742
5,9270,347.2,29,260,1.2322274881516588,1.65,115,1.0536,1.8229268292682923,1.2456603773584904
5,9271,419.16,55,343,1.1172638436482083,1.37,204,0.9947872340425532,1.2113333333333334,1.3624528301886791
5,9311,705.97,18,395,1.175595238095238,2.1,144,1.268450704225352,2.70527397260274,1.1338888888888892
5,9374,372.64,23,288,1.3031674208144797,1.69,129,1.0860869565217393,1.249674796747967,1.8806
5,9392,534.23,42,353,1.146103896103896,1.73,187,1.0286805555555556,2.1410062893081765,0.9136
